name;startDateTime;sales_datetime;end_datetime;min_price;max_price;nameArtist;type;subtype;VenueName;VenueCity;VenueState;links;num_links;spotify_url;seguidores;popularidad;youtube_url;subscriptores;wiki_url;premios;VenueClass;NumGeneros;URL_Wikipedia;Edad;DiasVenta;dias_desde_finVenta;peso_promotor;tiene_lastfm_url;Generos_combinados;conciertos_del_artista_en_ciudad
Enol;2024-04-14 18:30:00+00:00;2023-08-25 08:00:00+00:00;2024-04-14 18:30:00+00:00;22.0;22.0;ENOL;Undefined;Undefined;La Riviera;Madrid;Madrid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Enola_Gay_(canción);;233;0.0;65;0;Rock,Urban,Pop,Hip-Hop/Rap;1.0
Marlon;2024-04-14 19:30:00+00:00;2023-10-17 10:00:00+00:00;2024-04-14 19:00:00+00:00;27.0;27.0;MARLON;Individual;Singer/Vocalist;Sala Oasis;Zaragoza;Saragossa;{'youtube': [{'url': 'https://www.youtube.com/marlonmusicit'}], 'itunes': [{'url': 'https://music.apple.com/it/artist/marlon/1230017763'}], 'facebook': [{'url': 'https://www.facebook.com/MarlonMusicIT/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc'}], 'instagram': [{'url': 'https://www.instagram.com/marlonmusicit/'}], 'homepage': [{'url': 'https://www.marlonmusic.it'}]};6;https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc;194.0;0.0;https://www.youtube.com/marlonmusicit;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Marlon_Fernández;46.0;180;0.0;65;0;Rock,Alternative,Pop,Alternative Rock;1.0
Benjamin Ingrosso;2024-04-14 19:00:00+00:00;2023-11-07 11:00:00+00:00;2024-04-14 19:00:00+00:00;23.0;23.0;Benjamin Ingrosso;Event Style;Concert;Sala Changó;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCCEtH_fXkpCK_49mIci_sww'}], 'twitter': [{'url': 'https://twitter.com/BenjyIngrosso'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/benjamin-ingrosso/1044701688'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7jEEE187pVG6InOxn03oA5?autoplay=true'}], 'facebook': [{'url': 'https://www.facebook.com/BenjaminIngrossoMusic/'}], 'instagram': [{'url': 'https://www.instagram.com/benjaminingrosso/'}]};6;https://open.spotify.com/artist/7jEEE187pVG6InOxn03oA5?autoplay=true;202862.0;64.0;https://www.youtube.com/channel/UCCEtH_fXkpCK_49mIci_sww;60100.0;;;0;1;https://es.wikipedia.org/wiki/Benjamin_Ingrosso;26.0;159;0.0;85;0;Rock,Pop;1.0
Miriam Rodríguez;2024-04-18 19:00:00+00:00;2023-12-08 08:00:00+00:00;2024-04-18 19:00:00+00:00;25.0;60.0;Miriam Rodriguez;Undefined;Undefined;Teatro Carrión;Valladolid;Valladolid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ'}], 'twitter': [{'url': 'https://twitter.com/miriamrmusic_'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/miriam-rodr%C3%ADguez/1302821267'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/miriamrmusic_/'}]};5;https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true;208232.0;45.0;https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ;132000.0;;;1;1;https://es.wikipedia.org/wiki/Miriam_Rodríguez;27.0;132;0.0;16;0;Rock,Pop;1.0
Enol;2024-04-19 19:30:00+00:00;2023-12-12 11:00:00+00:00;2024-04-19 19:30:00+00:00;22.0;22.0;ENOL;Undefined;Undefined;Sala Moon;Valencia;Valencia;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Enola_Gay_(canción);;129;0.0;65;0;Rock,Urban,Pop,Hip-Hop/Rap;1.0
Celtas Cortos y amigos;2024-04-19 19:00:00+00:00;2023-11-03 11:00:00+00:00;2024-04-19 19:00:00+00:00;35.0;50.0;Celtas Cortos;Undefined;Undefined;Palacio Vistalegre;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCRw8CF33n_i11gzHr9GnbKQ'}], 'twitter': [{'url': 'https://twitter.com/celtascortos/'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/celtas-cortos/14753831'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Celtas_Cortos'}], 'facebook': [{'url': 'https://www.facebook.com/celtascortospagina/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3hIPQBm8PBt8B5aahP6cVP'}], 'musicbrainz': [{'id': 'e41b4871-a98d-494a-8cea-b9ba1a3ade1b'}], 'instagram': [{'url': 'https://www.instagram.com/celtascortos/'}], 'homepage': [{'url': 'http://www.celtascortos.com/'}]};9;https://open.spotify.com/artist/3hIPQBm8PBt8B5aahP6cVP;267447.0;50.0;https://www.youtube.com/channel/UCRw8CF33n_i11gzHr9GnbKQ;55400.0;https://en.wikipedia.org/wiki/Celtas_Cortos;0.0;2;6;https://es.wikipedia.org/wiki/C'est_la_vie_(álbum_de_Celtas_Cortos);;168;0.0;2;0;Rock,Pop;2.0
Nil Moliner;2024-04-19 19:00:00+00:00;2024-01-16 11:00:00+00:00;2024-04-19 19:00:00+00:00;28.0;40.0;Nil Moliner;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;1;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;94;0.0;65;0;Rock,Pop;2.0
Nil Moliner - Early Entry;2024-04-20 19:00:00+00:00;2023-06-02 08:00:00+00:00;2024-04-20 21:59:00+00:00;45.0;45.0;Nil Moliner;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;1;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;323;-1.0;65;0;Rock,Pop;2.0
Celtas Cortos y amigos;2024-04-20 19:00:00+00:00;2023-06-08 22:00:00+00:00;2024-04-20 21:59:00+00:00;35.0;50.0;Celtas Cortos;Undefined;Undefined;Palacio Vistalegre;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCRw8CF33n_i11gzHr9GnbKQ'}], 'twitter': [{'url': 'https://twitter.com/celtascortos/'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/celtas-cortos/14753831'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Celtas_Cortos'}], 'facebook': [{'url': 'https://www.facebook.com/celtascortospagina/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3hIPQBm8PBt8B5aahP6cVP'}], 'musicbrainz': [{'id': 'e41b4871-a98d-494a-8cea-b9ba1a3ade1b'}], 'instagram': [{'url': 'https://www.instagram.com/celtascortos/'}], 'homepage': [{'url': 'http://www.celtascortos.com/'}]};9;https://open.spotify.com/artist/3hIPQBm8PBt8B5aahP6cVP;267447.0;50.0;https://www.youtube.com/channel/UCRw8CF33n_i11gzHr9GnbKQ;55400.0;https://en.wikipedia.org/wiki/Celtas_Cortos;0.0;2;6;https://es.wikipedia.org/wiki/C'est_la_vie_(álbum_de_Celtas_Cortos);;316;-1.0;2;0;Rock,Pop;2.0
Miriam Rodríguez;2024-04-20 19:00:00+00:00;2023-11-21 11:54:00+00:00;2024-04-20 19:00:00+00:00;25.0;60.0;Miriam Rodriguez;Undefined;Undefined;Sala Albéniz;Gijón;Asturias;{'youtube': [{'url': 'https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ'}], 'twitter': [{'url': 'https://twitter.com/miriamrmusic_'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/miriam-rodr%C3%ADguez/1302821267'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/miriamrmusic_/'}]};5;https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true;208232.0;45.0;https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ;132000.0;;;0;1;https://es.wikipedia.org/wiki/Miriam_Rodríguez;27.0;151;0.0;16;0;Rock,Pop;1.0
Manolo García;2024-04-20 19:30:00+00:00;2023-12-12 11:00:00+00:00;2024-04-20 19:30:00+00:00;47.0;52.0;Manolo Garcia;Undefined;Undefined;Plaza de toros de Albacete;Albacete;Albacete;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;2;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;130;0.0;15;0;Rock,Pop;1.0
Marc Seguí - AAAAAA Tour;2024-04-20 20:00:00+00:00;2023-12-21 09:00:00+00:00;2024-04-20 20:00:00+00:00;20.0;20.0;Marc Seguí;Undefined;Undefined;Sala Changó;Madrid;Madrid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Marc_Seguí;25.0;121;0.0;14;0;New Wave,Rock,Pop;1.0
Rulo y la Contrabanda - Tour 5;2024-04-20 19:00:00+00:00;2024-02-12 15:15:00+00:00;2024-04-20 19:00:00+00:00;28.0;28.0;Rulo y la Contrabanda;Individual;Singer/Vocalist;Mamba;Murcia;Murcia;{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]};6;https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true;179092.0;50.0;https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA;67000.0;;;0;4;https://es.wikipedia.org/wiki/Rulo_(cantante);44.0;68;0.0;65;0;Rock,Pop;1.0
Miriam Rodríguez;2024-04-26 20:00:00+00:00;2023-10-19 10:00:00+00:00;2024-04-26 20:00:00+00:00;25.0;60.0;Miriam Rodriguez;Undefined;Undefined;Sala Oasis;Zaragoza;Saragossa;{'youtube': [{'url': 'https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ'}], 'twitter': [{'url': 'https://twitter.com/miriamrmusic_'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/miriam-rodr%C3%ADguez/1302821267'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/miriamrmusic_/'}]};5;https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true;208232.0;45.0;https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ;132000.0;;;0;1;https://es.wikipedia.org/wiki/Miriam_Rodríguez;27.0;190;0.0;16;0;Rock,Pop;1.0
Miguel Mateos;2024-04-26 20:00:00+00:00;2023-12-12 11:00:00+00:00;2024-04-26 20:00:00+00:00;36.6;36.6;Miguel Mateos;Undefined;Undefined;Sala París 15;Málaga;Málaga;{'youtube': [{'url': 'https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g'}], 'twitter': [{'url': 'https://twitter.com/miguelmateosok'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Miguel_Mateos'}], 'facebook': [{'url': 'https://www.facebook.com/okmiguelmateos/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true'}], 'musicbrainz': [{'id': '3557099c-890f-4417-8d97-681f1f2ae3b4'}], 'instagram': [{'url': 'https://www.instagram.com/miguelmateosok/'}], 'homepage': [{'url': 'http://www.miguelmateos.com.ar/'}]};8;https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true;660772.0;51.0;https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g;174000.0;https://en.wikipedia.org/wiki/Miguel_Mateos;0.0;0;5;https://es.wikipedia.org/wiki/Miguel_Mateos;70.0;136;0.0;6;0;Rock,Pop,World,Latin;1.0
Rulo y la Contrabanda - Tour 5;2024-04-26 18:30:00+00:00;2024-01-17 13:57:00+00:00;2024-04-26 18:30:00+00:00;30.0;30.0;Rulo y la Contrabanda;Individual;Singer/Vocalist;Sala Repvblicca;Mislata;Valencia;{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]};6;https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true;179092.0;50.0;https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA;67000.0;;;0;4;https://es.wikipedia.org/wiki/Rulo_(cantante);44.0;100;0.0;65;0;Rock,Pop;1.0
Miriam Rodríguez;2024-04-27 20:00:00+00:00;2023-10-19 10:00:00+00:00;2024-04-27 20:00:00+00:00;26.5;60.0;Miriam Rodriguez;Undefined;Undefined;LA SALA (WIZINK CENTER);Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ'}], 'twitter': [{'url': 'https://twitter.com/miriamrmusic_'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/miriam-rodr%C3%ADguez/1302821267'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/miriamrmusic_/'}]};5;https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true;208232.0;45.0;https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ;132000.0;;;0;1;https://es.wikipedia.org/wiki/Miriam_Rodríguez;27.0;191;0.0;16;0;Rock,Pop;1.0
Marlon;2024-04-27 19:00:00+00:00;2023-12-12 11:00:00+00:00;2024-04-27 19:00:00+00:00;27.0;27.0;MARLON;Individual;Singer/Vocalist;Sala Capitol;Santiago de Compostela;La Corunna;{'youtube': [{'url': 'https://www.youtube.com/marlonmusicit'}], 'itunes': [{'url': 'https://music.apple.com/it/artist/marlon/1230017763'}], 'facebook': [{'url': 'https://www.facebook.com/MarlonMusicIT/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc'}], 'instagram': [{'url': 'https://www.instagram.com/marlonmusicit/'}], 'homepage': [{'url': 'https://www.marlonmusic.it'}]};6;https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc;194.0;0.0;https://www.youtube.com/marlonmusicit;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Marlon_Fernández;46.0;137;0.0;65;0;Rock,Alternative,Pop,Alternative Rock;1.0
La Sonrisa de Julia;2024-04-27 19:00:00+00:00;2023-11-07 11:00:00+00:00;2024-04-27 19:00:00+00:00;22.0;22.0;La Sonrisa De Julia;Undefined;Undefined;Sala MasterClub;Vigo;Pontevedra;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/La_sonrisa_de_mamá;;172;0.0;65;0;Rock,Pop;1.0
Miguel Mateos;2024-04-27 19:00:00+00:00;2023-12-12 11:00:00+00:00;2024-04-27 19:00:00+00:00;36.6;36.6;Miguel Mateos;Undefined;Undefined;Es Gremi;Palma de Mallorca;Balearic Islands;{'youtube': [{'url': 'https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g'}], 'twitter': [{'url': 'https://twitter.com/miguelmateosok'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Miguel_Mateos'}], 'facebook': [{'url': 'https://www.facebook.com/okmiguelmateos/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true'}], 'musicbrainz': [{'id': '3557099c-890f-4417-8d97-681f1f2ae3b4'}], 'instagram': [{'url': 'https://www.instagram.com/miguelmateosok/'}], 'homepage': [{'url': 'http://www.miguelmateos.com.ar/'}]};8;https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true;660772.0;51.0;https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g;174000.0;https://en.wikipedia.org/wiki/Miguel_Mateos;0.0;0;5;https://es.wikipedia.org/wiki/Miguel_Mateos;70.0;137;0.0;6;0;Rock,Pop,World,Latin;1.0
Miguel Mateos;2024-04-27 18:30:00+00:00;2024-01-17 13:57:00+00:00;2024-04-27 18:30:00+00:00;36.6;36.6;Miguel Mateos;Undefined;Undefined;La Riviera;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g'}], 'twitter': [{'url': 'https://twitter.com/miguelmateosok'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Miguel_Mateos'}], 'facebook': [{'url': 'https://www.facebook.com/okmiguelmateos/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true'}], 'musicbrainz': [{'id': '3557099c-890f-4417-8d97-681f1f2ae3b4'}], 'instagram': [{'url': 'https://www.instagram.com/miguelmateosok/'}], 'homepage': [{'url': 'http://www.miguelmateos.com.ar/'}]};8;https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true;660772.0;51.0;https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g;174000.0;https://en.wikipedia.org/wiki/Miguel_Mateos;0.0;1;5;https://es.wikipedia.org/wiki/Miguel_Mateos;70.0;101;0.0;6;0;Rock,Pop,World,Latin;1.0
Miguel Mateos;2024-04-28 18:00:00+00:00;2024-01-17 13:57:00+00:00;2024-04-28 18:00:00+00:00;36.6;36.6;Miguel Mateos;Undefined;Undefined;Sala Santana 27;Bilbao;Biscay;{'youtube': [{'url': 'https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g'}], 'twitter': [{'url': 'https://twitter.com/miguelmateosok'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Miguel_Mateos'}], 'facebook': [{'url': 'https://www.facebook.com/okmiguelmateos/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true'}], 'musicbrainz': [{'id': '3557099c-890f-4417-8d97-681f1f2ae3b4'}], 'instagram': [{'url': 'https://www.instagram.com/miguelmateosok/'}], 'homepage': [{'url': 'http://www.miguelmateos.com.ar/'}]};8;https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true;660772.0;51.0;https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g;174000.0;https://en.wikipedia.org/wiki/Miguel_Mateos;0.0;0;5;https://es.wikipedia.org/wiki/Miguel_Mateos;70.0;102;0.0;6;0;Rock,Pop,World,Latin;1.0
Marc Seguí - AAAAAA Tour;2024-05-02 18:30:00+00:00;2024-01-17 13:57:00+00:00;2024-05-02 18:30:00+00:00;20.0;20.0;Marc Seguí;Undefined;Undefined;Sala Las Armas;Zaragoza;Saragossa;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Marc_Seguí;25.0;106;0.0;14;0;New Wave,Rock,Pop;1.0
La Sonrisa de Julia;2024-05-03 20:00:00+00:00;2023-10-31 15:00:00+00:00;2024-05-03 20:00:00+00:00;22.0;22.0;La Sonrisa De Julia;Undefined;Undefined;Sala Jerusalem;Valencia;Valencia;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/La_sonrisa_de_mamá;;185;0.0;65;0;Rock,Pop;1.0
Charlie USG;2024-05-03 19:00:00+00:00;2023-12-12 11:00:00+00:00;2024-05-03 19:00:00+00:00;18.0;18.0;Charlie USG;Undefined;Undefined;Sala Cientocero;Valladolid;Valladolid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Charlie_USG;21.0;143;0.0;65;0;Pop Rock,Rock,Pop;1.0
Miguel Mateos;2024-05-03 19:00:00+00:00;2023-12-14 18:00:00+00:00;2024-05-03 19:00:00+00:00;36.6;36.6;Miguel Mateos;Undefined;Undefined;Sala Repvblicca;Mislata;Valencia;{'youtube': [{'url': 'https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g'}], 'twitter': [{'url': 'https://twitter.com/miguelmateosok'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Miguel_Mateos'}], 'facebook': [{'url': 'https://www.facebook.com/okmiguelmateos/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true'}], 'musicbrainz': [{'id': '3557099c-890f-4417-8d97-681f1f2ae3b4'}], 'instagram': [{'url': 'https://www.instagram.com/miguelmateosok/'}], 'homepage': [{'url': 'http://www.miguelmateos.com.ar/'}]};8;https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true;660772.0;51.0;https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g;174000.0;https://en.wikipedia.org/wiki/Miguel_Mateos;0.0;0;5;https://es.wikipedia.org/wiki/Miguel_Mateos;70.0;141;0.0;6;0;Rock,Pop,World,Latin;1.0
Rulo y la Contrabanda - Tour 5;2024-05-03 18:30:00+00:00;2024-01-17 13:57:00+00:00;2024-05-03 18:30:00+00:00;30.0;30.0;Rulo y la Contrabanda;Individual;Singer/Vocalist;Sala Capitol;Santiago de Compostela;La Corunna;{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]};6;https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true;179092.0;50.0;https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA;67000.0;;;0;4;https://es.wikipedia.org/wiki/Rulo_(cantante);44.0;107;0.0;65;0;Rock,Pop;1.0
Marc Seguí - AAAAAA Tour;2024-05-04 19:00:00+00:00;2023-10-19 10:00:00+00:00;2024-05-04 19:00:00+00:00;20.0;20.0;Marc Seguí;Undefined;Undefined;Stage Live;Bilbao;Biscay;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Marc_Seguí;25.0;198;0.0;14;0;New Wave,Rock,Pop;1.0
Miriam Rodríguez;2024-05-04 19:00:00+00:00;2023-04-17 19:00:00+00:00;2024-05-04 19:00:00+00:00;25.0;60.0;Miriam Rodriguez;Undefined;Undefined;Sala Custom;Sevilla;Seville;{'youtube': [{'url': 'https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ'}], 'twitter': [{'url': 'https://twitter.com/miriamrmusic_'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/miriam-rodr%C3%ADguez/1302821267'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/miriamrmusic_/'}]};5;https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true;208232.0;45.0;https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ;132000.0;;;0;1;https://es.wikipedia.org/wiki/Miriam_Rodríguez;27.0;383;0.0;16;0;Rock,Pop;1.0
Manolo García;2024-05-04 19:00:00+00:00;2023-12-12 11:00:00+00:00;2024-05-04 19:00:00+00:00;47.0;52.0;Manolo Garcia;Undefined;Undefined;Enjoy! Multiusos Sánchez Paraíso;Salamanca;Salamanca;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;1;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;144;0.0;15;0;Rock,Pop;1.0
