name,EventStartTime,SalesStartTIme,SalesEndTime,min_price,max_price,nameArtist,VenueName,VenueCity,VenueState,num_links,seguidoresSpotify,popularidad,subsYT,VenueClass,NumGeneros,peso_promotor,tiene_lastfm_url,Generos_combinados,conciertos_del_artista_en_ciudad,tiene_twitter,tiene_instagram,tiene_itunes,tiene_homepage,Adult Contemporary,Alternative,Alternative Rock,Ballads/Romantic,Blues,Classical,Classical/Vocal,Club Dance,Dance,Dance/Electronic,Flamenco,Folk,Funky Breaks,Hard Rock,Heavy Metal,Hip-Hop/Rap,Indie Pop,Jazz,Jazz Blues,K-Pop,Latin,Latin Pop,Metal,New Wave,Other,Performance Art,Pop,Pop Metal,Pop Rock,Pop Vocal,Psychedelic,R&B,Reggae,Rock,Singer-Songwriter,Soul,Urban,World,tiene_wiki,tiene_youtube,dias_Venta,dias_desdeFinVenta,num_noches
Rulo y la Contrabanda - Tour 5,2024-03-15 20:00:00+00:00,2023-10-19 10:00:00+00:00,2024-03-15 20:00:00+00:00,30.0,30.0,Rulo y la Contrabanda,Sala Santana 27,Bilbao,Biscay,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,148,0,1
Álvaro de Luna,2024-03-15 20:00:00+00:00,2023-10-13 11:52:00+00:00,2024-03-15 20:00:00+00:00,25.0,25.0,Álvaro de Luna,Live Las Ventas,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,154,0,1
Depeche Mode - Memento Mori Tour,2024-03-16 20:30:00+00:00,2023-07-19 08:00:00+00:00,2024-03-16 20:30:00+00:00,50.0,270.0,Depeche Mode,Palau Sant Jordi,Barcelona,Barcelona,10,6163482.0,74.0,1716398.4314720812,1,6,4,1,"Rock,Alternative Rock,Pop",1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,241,0,1
Marc Seguí - AAAAAA Tour,2024-03-16 20:30:00+00:00,2023-04-17 19:00:00+00:00,2024-03-16 20:30:00+00:00,20.0,20.0,Marc Seguí,Sala MasterClub,Vigo,Pontevedra,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,14,0,"New Wave,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,334,0,1
Manolo García - Gira Teatros,2024-03-16 20:30:00+00:00,2023-04-20 10:00:00+00:00,2024-03-16 20:30:00+00:00,65.0,80.0,Manolo Garcia,Palacio de Congresos de Cáceres,Cáceres,Cáceres,5,617811.0,57.0,199000.0,0,4,6,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,331,0,1
Miriam Rodríguez,2024-03-16 20:30:00+00:00,2023-12-12 11:00:00+00:00,2024-03-16 20:30:00+00:00,25.0,60.0,Miriam Rodriguez,Escenario Santander,Santander,Cantabria,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,95,0,1
Mother Mother,2024-03-16 20:00:00+00:00,2023-09-22 07:00:00+00:00,2024-03-16 20:00:00+00:00,36.0,80.0,Mother Mother,Palacio Vistalegre,Madrid,Madrid,10,3903875.0,73.0,1716398.4314720812,2,3,85,1,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,176,0,1
Madison Beer,2024-03-16 20:00:00+00:00,2023-10-13 08:00:00+00:00,2024-03-16 20:00:00+00:00,35.0,35.0,Madison Beer,Sala Razzmatazz,Barcelona,Barcelona,10,6365557.0,76.0,3150000.0,0,1,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,155,0,1
Miriam Rodríguez,2024-03-17 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-03-17 19:00:00+00:00,25.0,60.0,Miriam Rodriguez,Stage Live,Bilbao,Biscay,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,96,0,1
Mother Mother,2024-03-17 20:00:00+00:00,2023-09-22 07:00:00+00:00,2024-01-18 16:00:00+00:00,36.0,36.0,Mother Mother,Sant Jordi Club,Barcelona,Barcelona,10,3903875.0,73.0,1716398.4314720812,1,3,85,1,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,118,59,1
Mother Mother,2024-03-17 20:00:00+00:00,2024-01-18 16:00:00+00:00,2024-03-17 20:00:00+00:00,36.0,36.0,Mother Mother,Sala Razzmatazz,Barcelona,Barcelona,10,3903875.0,73.0,1716398.4314720812,0,3,85,1,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,59,0,1
Madison Beer - THE SPINNIN TOUR,2024-03-17 20:00:00+00:00,2023-10-13 08:00:00+00:00,2024-03-17 20:00:00+00:00,35.0,38.0,Madison Beer,Palacio Vistalegre,Madrid,Madrid,10,6365557.0,76.0,3150000.0,2,1,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,156,0,1
Depeche Mode - Memento Mori Tour,2024-03-21 20:30:00+00:00,2023-07-19 08:00:00+00:00,2024-03-21 20:30:00+00:00,60.0,200.0,Depeche Mode,Bizkaia Arena Bec!,Barakaldo,Biscay,10,6163482.0,74.0,1716398.4314720812,2,6,4,1,"Rock,Alternative Rock,Pop",1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,246,0,1
ROUSS,2024-03-21 20:00:00+00:00,2023-12-27 12:23:00+00:00,2024-03-21 22:59:00+00:00,20.0,20.0,Pablo Rouss,Sala Villanos,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,85,-1,1
Pol Granch - Tour 2024,2024-03-21 19:00:00+00:00,2023-12-05 11:00:00+00:00,2024-03-21 22:59:00+00:00,20.0,20.0,Pol Granch,Zentral,Pamplona/Iruña,Navarre,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,107,-1,1
Pol Granch - Tour 2024,2024-03-22 21:00:00+00:00,2023-12-05 11:00:00+00:00,2024-03-22 22:59:00+00:00,20.0,20.0,Pol Granch,Sala Oasis,Zaragoza,Saragossa,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,108,-1,1
Fran Perea,2024-03-22 20:00:00+00:00,2023-09-26 10:00:00+00:00,2024-03-22 20:00:00+00:00,25.0,38.0,Fran Perea,Sala Moon,Valencia,Valencia,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop,Pop Vocal",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,178,0,1
Niall Horan - The Show,2024-03-23 20:00:00+00:00,2023-06-02 08:00:00+00:00,2024-03-23 20:00:00+00:00,40.0,150.0,Niall Horan,WiZink Center,Madrid,Madrid,10,9814310.0,77.0,2110000.0,2,1,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,295,0,1
Paul Alone,2024-03-23 20:00:00+00:00,2024-02-08 17:00:00+00:00,2024-03-23 20:00:00+00:00,12.0,12.0,Paul Alone,Drumgorri Aretoa,Laudio/Llodio,Araba,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,44,0,1
Hermanos Gutiérrez,2024-04-02 19:00:00+00:00,2023-12-01 09:00:00+00:00,2024-04-02 19:00:00+00:00,40.0,40.0,Hermanos Gutiérrez,Paral·lel 62,Barcelona,Barcelona,6,387005.0,66.0,49000.0,0,1,85,0,"Rock,Pop,Latin",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,123,0,1
Fletcher,2024-04-03 19:00:00+00:00,2023-10-17 16:00:00+00:00,2024-04-03 19:00:00+00:00,40.0,40.0,Fletcher,Palacio Vistalegre,Madrid,Madrid,10,884157.0,70.0,407000.0,2,2,85,1,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,169,0,1
The Warning,2024-04-04 19:00:00+00:00,2023-11-24 09:00:00+00:00,2024-04-04 19:00:00+00:00,25.0,25.0,The Warning,La Riviera,Madrid,Madrid,8,393109.0,59.0,704000.0,1,2,85,0,"Rock,Alternative,Pop,Alternative Rock",1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,132,0,1
Pol Granch - Tour 2024,2024-04-04 19:30:00+00:00,2023-12-05 11:00:00+00:00,2024-04-04 19:30:00+00:00,20.0,20.0,Pol Granch,Kafe Antzokia,Bilbao,Biscay,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,121,0,1
Fletcher,2024-04-04 19:00:00+00:00,2023-10-17 16:00:00+00:00,2024-04-04 19:00:00+00:00,40.0,40.0,Fletcher,Sant Jordi Club,Barcelona,Barcelona,10,884157.0,70.0,407000.0,1,2,85,1,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,170,0,1
Miriam Rodríguez,2024-04-05 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-04-05 19:00:00+00:00,26.5,60.0,Miriam Rodriguez,Sala Razzmatazz 2,Barcelona,Barcelona,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,115,0,1
Marlon,2024-04-05 19:00:00+00:00,2023-11-07 11:00:00+00:00,2024-04-05 19:00:00+00:00,27.0,27.0,MARLON,Sala Repvblicca,Mislata,Valencia,6,194.0,0.0,1716398.4314720812,0,1,65,0,"Rock,Alternative,Pop,Alternative Rock",1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,150,0,1
Pol Granch - Tour 2024,2024-04-05 19:00:00+00:00,2023-12-05 11:00:00+00:00,2024-04-05 19:00:00+00:00,20.0,20.0,Pol Granch,Bataplan,Donostia/San Sebastián,Guipuscoa,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,122,0,1
Enol,2024-04-05 19:00:00+00:00,2023-12-19 11:00:00+00:00,2024-04-05 19:00:00+00:00,22.0,22.0,ENOL,Gijón Arena,Gijón,Asturias,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,65,0,"Rock,Urban,Pop,Hip-Hop/Rap",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,108,0,1
The Rose,2024-04-05 19:00:00+00:00,2023-12-14 09:00:00+00:00,2024-04-05 19:00:00+00:00,60.0,75.0,The Rose,Palacio Vistalegre,Madrid,Madrid,6,2632887.0,65.0,1600000.0,2,2,85,0,"Rock,Pop,K-Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,113,0,1
Cruz Cafuné,2024-04-06 19:00:00+00:00,2023-05-09 16:00:00+00:00,2024-04-06 19:00:00+00:00,35.0,35.0,Cruz Cafuné,Recinto Ferial,Santa Cruz de Tenerife,Santa Cruz de Tenerife,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,85,0,"Rock,Urban,Pop,Hip-Hop/Rap",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,333,0,1
The Warning,2024-04-06 19:00:00+00:00,2023-11-24 09:00:00+00:00,2024-04-06 19:00:00+00:00,25.0,25.0,The Warning,Sala Capitol,Santiago de Compostela,La Corunna,8,393109.0,59.0,704000.0,0,2,85,0,"Rock,Alternative,Pop,Alternative Rock",1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,134,0,1
Manolo García,2024-04-06 20:00:00+00:00,2023-12-21 09:00:00+00:00,2024-04-06 20:00:00+00:00,47.0,52.0,Manolo Garcia,Plaza de Toros Castellón,Castellón de la Plana,Castellón,5,617811.0,57.0,199000.0,2,4,15,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,107,0,1
Sasha Velour - The Big Reveal Live Show,2024-04-07 18:30:00+00:00,2023-10-27 08:00:00+00:00,2024-04-07 18:30:00+00:00,40.0,80.0,Sasha Velour,Paral·lel 62,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,85,0,"Rock,Pop,Performance Art",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,163,0,1
The Warning,2024-04-08 18:00:00+00:00,2023-11-24 09:00:00+00:00,2024-04-08 18:00:00+00:00,25.0,25.0,The Warning,Sala Razzmatazz,Barcelona,Barcelona,8,393109.0,59.0,704000.0,0,2,85,0,"Rock,Alternative,Pop,Alternative Rock",1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,136,0,1
Sasha Velour - The Big Reveal Live Show,2024-04-08 19:00:00+00:00,2023-10-27 08:00:00+00:00,2024-04-08 19:00:00+00:00,40.0,80.0,Sasha Velour,G. Teatro Caixabank Príncipe Pío,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,85,0,"Rock,Pop,Performance Art",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,164,0,1
The Warning,2024-04-09 19:00:00+00:00,2023-11-24 09:00:00+00:00,2024-04-09 19:00:00+00:00,25.0,25.0,The Warning,Kafe Antzokia,Bilbao,Biscay,8,393109.0,59.0,704000.0,0,2,85,0,"Rock,Alternative,Pop,Alternative Rock",1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,137,0,1
Tom Odell,2024-04-09 18:30:00+00:00,2023-10-27 09:00:00+00:00,2024-04-09 18:30:00+00:00,35.0,35.0,Tom Odell,Sala Razzmatazz,Barcelona,Barcelona,9,3748624.0,77.0,1716398.4314720812,0,1,85,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,165,0,1
Tom Odell,2024-04-10 19:00:00+00:00,2023-10-27 09:00:00+00:00,2024-04-10 19:00:00+00:00,35.0,35.0,Tom Odell,La Riviera,Madrid,Madrid,9,3748624.0,77.0,1716398.4314720812,1,1,85,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,166,0,1
Pol Granch - Tour 2024,2024-04-11 19:00:00+00:00,2023-12-05 11:00:00+00:00,2024-04-11 19:00:00+00:00,20.0,20.0,Pol Granch,Sala Custom,Sevilla,Seville,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,128,0,1
Pol Granch - Tour 2024,2024-04-12 18:00:00+00:00,2023-12-21 09:00:00+00:00,2024-04-12 18:00:00+00:00,20.0,20.0,Pol Granch,Sala La Trinchera,Málaga,Málaga,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,113,0,1
Rulo y la Contrabanda - Tour 5,2024-04-12 19:00:00+00:00,2023-12-05 11:00:00+00:00,2024-04-12 19:00:00+00:00,30.0,30.0,Rulo y la Contrabanda,Andén 56,Burgos,Burgos,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,129,0,2
JP Saxe - A Grey Area Tour,2024-04-12 20:00:00+00:00,2024-01-25 11:00:00+00:00,2024-04-12 20:00:00+00:00,22.0,22.0,JP Saxe,Sala Changó,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,85,0,"Rock,Pop",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,78,0,1
JP Saxe | “When You Think of Me” Soundcheck Experience,2024-04-13 19:00:00+00:00,2023-08-25 08:00:00+00:00,2024-04-13 19:00:00+00:00,72.0,72.0,JP Saxe,Sala Changó,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,85,0,"Rock,Pop",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,232,0,1
Manolo García,2024-04-13 20:00:00+00:00,2023-10-19 10:00:00+00:00,2024-04-13 20:00:00+00:00,47.0,52.0,Manolo Garcia,Pabellón Magdalena,Avilés,Asturias,5,617811.0,57.0,199000.0,1,4,15,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,177,0,1
Miriam Rodríguez,2024-04-13 19:00:00+00:00,2023-11-30 11:00:00+00:00,2024-04-13 21:59:00+00:00,25.0,60.0,Miriam Rodriguez,Sala The One,San Vicente del Raspeig,Alacant,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,135,-1,1
JP Saxe | “When You Think of Me” Soundcheck Experience,2024-04-13 19:30:00+00:00,2023-12-12 11:00:00+00:00,2024-04-13 19:30:00+00:00,72.0,72.0,JP Saxe,Sala Razzmatazz 2,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,85,0,"Rock,Pop",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,123,0,1
JP Saxe - A Grey Area Tour,2024-04-14 18:30:00+00:00,2023-08-25 08:00:00+00:00,2024-04-07 18:30:00+00:00,22.0,22.0,JP Saxe,Sala Razzmatazz 2,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,85,0,"Rock,Pop",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,226,7,1
Enol,2024-04-14 18:30:00+00:00,2023-08-25 08:00:00+00:00,2024-04-14 18:30:00+00:00,22.0,22.0,ENOL,La Riviera,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,65,0,"Rock,Urban,Pop,Hip-Hop/Rap",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,233,0,1
Marlon,2024-04-14 19:30:00+00:00,2023-10-17 10:00:00+00:00,2024-04-14 19:00:00+00:00,27.0,27.0,MARLON,Sala Oasis,Zaragoza,Saragossa,6,194.0,0.0,1716398.4314720812,0,1,65,0,"Rock,Alternative,Pop,Alternative Rock",1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,180,0,1
Benjamin Ingrosso,2024-04-14 19:00:00+00:00,2023-11-07 11:00:00+00:00,2024-04-14 19:00:00+00:00,23.0,23.0,Benjamin Ingrosso,Sala Changó,Madrid,Madrid,6,202862.0,64.0,60100.0,0,1,85,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,159,0,1
Miriam Rodríguez,2024-04-18 19:00:00+00:00,2023-12-08 08:00:00+00:00,2024-04-18 19:00:00+00:00,25.0,60.0,Miriam Rodriguez,Teatro Carrión,Valladolid,Valladolid,5,208232.0,45.0,132000.0,1,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,132,0,1
Enol,2024-04-19 19:30:00+00:00,2023-12-12 11:00:00+00:00,2024-04-19 19:30:00+00:00,22.0,22.0,ENOL,Sala Moon,Valencia,Valencia,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Urban,Pop,Hip-Hop/Rap",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,129,0,1
Celtas Cortos y amigos,2024-04-19 19:00:00+00:00,2023-11-03 11:00:00+00:00,2024-04-19 19:00:00+00:00,35.0,50.0,Celtas Cortos,Palacio Vistalegre,Madrid,Madrid,9,267447.0,50.0,55400.0,2,6,2,0,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,168,0,2
Nil Moliner,2024-04-19 19:00:00+00:00,2024-01-16 11:00:00+00:00,2024-04-19 19:00:00+00:00,28.0,40.0,Nil Moliner,Palau Sant Jordi,Barcelona,Barcelona,7,235341.0,61.0,203000.0,1,1,65,0,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,94,0,1
Nil Moliner - Early Entry,2024-04-20 19:00:00+00:00,2023-06-02 08:00:00+00:00,2024-04-20 21:59:00+00:00,45.0,45.0,Nil Moliner,Palau Sant Jordi,Barcelona,Barcelona,7,235341.0,61.0,203000.0,1,1,65,0,"Rock,Pop",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,323,-1,1
Miriam Rodríguez,2024-04-20 19:00:00+00:00,2023-11-21 11:54:00+00:00,2024-04-20 19:00:00+00:00,25.0,60.0,Miriam Rodriguez,Sala Albéniz,Gijón,Asturias,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,151,0,1
