name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,num_links,seguidores,popularidad,seguidoresLast,subscriptores,premios,VenueClass,NumGeneros
Marlon,"Promociones Musicales Get In, S.L.",2023-04-05T20:00:00Z,2023-11-07T11:00:00Z,2024-04-05T19:00:00Z,27.0,27.0,Rock,Pop,MARLON,Alternative,Alternative Rock,Individual,Singer/Vocalist,Sala Repvblicca,Mislata,Valencia,6,194,0,0,0,0,SALA,0
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-04-05T20:00:00Z,2023-12-05T11:00:00Z,2024-04-05T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,Bataplan,Donostia/San Sebastián,Guipuscoa,7,261666,64,0,459000,0,SALA,1
Enol,"Promociones Musicales Get In, S.L.",2024-04-05T19:30:00Z,2023-12-19T11:00:00Z,2024-04-05T19:00:00Z,22.0,22.0,Rock,Pop,ENOL,Hip-Hop/Rap,Urban,Undefined,Undefined,Gijón Arena,Gijón,Asturias,0,0,0,0,0,0,,0
The Rose,Live Nation España S.A.U.,2024-04-05T19:00:00Z,2023-12-14T09:00:00Z,2024-04-05T19:00:00Z,60.0,75.0,Rock,Pop,The Rose,Pop,K-Pop,Group,Band,Palacio Vistalegre,Madrid,Madrid,6,2631075,65,0,1600000,0,ESTADIO S,2
Cruz Cafuné,Live Nation España S.A.U.,2024-04-06T19:00:00Z,2023-05-09T16:00:00Z,2024-04-06T19:00:00Z,35.0,35.0,Rock,Pop,Cruz Cafuné,Hip-Hop/Rap,Urban,Undefined,Undefined,Recinto Ferial,Santa Cruz de Tenerife,Santa Cruz de Tenerife,0,0,0,0,0,0,SALA,0
The Warning,Live Nation España S.A.U.,2024-04-06T19:00:00Z,2023-11-24T09:00:00Z,2024-04-06T19:00:00Z,25.0,25.0,Rock,Pop,The Warning,Alternative,Alternative Rock,Group,Band,Sala Capitol,Santiago de Compostela,La Corunna,8,391357,59,0,703000,0,SALA,2
Manolo García,"Concert Tour Gestiones, S.L.",2024-04-06T20:00:00Z,2023-12-21T09:00:00Z,2024-04-06T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros Castellón,Castellón de la Plana,Castellón,5,617563,57,0,199000,0,ESTADIO S,4
Sasha Velour - The Big Reveal Live Show,Live Nation España S.A.U.,2024-04-07T18:30:00Z,2023-10-27T08:00:00Z,2024-04-07T18:30:00Z,40.0,80.0,Rock,Pop,Sasha Velour,Performance Art,Performance Art,Individual,Performer,Paral·lel 62,Barcelona,Barcelona,0,0,0,0,0,0,,0
The Warning,Live Nation España S.A.U.,2024-04-08T18:00:00Z,2023-11-24T09:00:00Z,2024-04-08T18:00:00Z,25.0,25.0,Rock,Pop,The Warning,Alternative,Alternative Rock,Group,Band,Sala Razzmatazz,Barcelona,Barcelona,8,391357,59,0,703000,0,SALA,2
Sasha Velour - The Big Reveal Live Show,Live Nation España S.A.U.,2024-04-08T19:00:00Z,2023-10-27T08:00:00Z,2024-04-08T19:00:00Z,40.0,80.0,Rock,Pop,Sasha Velour,Performance Art,Performance Art,Individual,Performer,G. Teatro Caixabank Príncipe Pío,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
The Warning,Live Nation España S.A.U.,2024-04-09T19:00:00Z,2023-11-24T09:00:00Z,2024-04-09T19:00:00Z,25.0,25.0,Rock,Pop,The Warning,Alternative,Alternative Rock,Group,Band,Kafe Antzokia,Bilbao,Biscay,8,391357,59,0,703000,0,SALA,2
Tom Odell,Live Nation España S.A.U.,2024-04-09T18:30:00Z,2023-10-27T09:00:00Z,2024-04-09T18:30:00Z,35.0,35.0,Rock,Pop,Tom Odell,Rock,Pop,Undefined,Undefined,Sala Razzmatazz,Barcelona,Barcelona,9,3745594,76,0,0,3,SALA,1
Tom Odell,Live Nation España S.A.U.,2024-04-10T19:00:00Z,2023-10-27T09:00:00Z,2024-04-10T19:00:00Z,35.0,35.0,Rock,Pop,Tom Odell,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,9,3745594,76,0,0,3,TEATRO,1
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-04-11T20:00:00Z,2023-12-05T11:00:00Z,2024-04-11T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,Sala Custom,Sevilla,Seville,7,261666,64,0,459000,0,SALA,1
LOS40 PRIMAVERA POP,"Planet Events, S.A.",2024-04-12T18:00:00Z,2023-12-21T09:00:00Z,2024-04-12T18:00:00Z,20.0,45.0,Rock,Pop,Primavera Pop,Pop,Pop,Event Style,Festival,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-04-12T20:00:00Z,2023-12-05T11:00:00Z,2024-04-12T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,Sala La Trinchera,Málaga,Málaga,7,261666,64,0,459000,0,SALA,1
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-04-12T21:00:00Z,2024-01-25T11:00:00Z,2024-04-12T20:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Andén 56,Burgos,Burgos,6,179043,50,0,67000,0,SALA,4
JP Saxe - A Grey Area Tour,Live Nation España S.A.U.,2024-04-13T19:00:00Z,2023-08-25T08:00:00Z,2024-04-13T19:00:00Z,22.0,22.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Changó,Madrid,Madrid,0,0,0,0,0,0,SALA,0
JP Saxe | “When You Think of Me” Soundcheck Experience,Live Nation España S.A.U.,2024-04-13T19:00:00Z,2023-08-25T08:00:00Z,2024-04-06T19:00:00Z,72.0,72.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Changó,Madrid,Madrid,0,0,0,0,0,0,SALA,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-04-13T21:00:00Z,2023-10-19T10:00:00Z,2024-04-13T20:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Andén 56,Burgos,Burgos,6,179043,50,0,67000,0,SALA,4
Manolo García,"Concert Tour Gestiones, S.L.",2024-04-13T19:00:00Z,2023-11-30T11:00:00Z,2024-04-13T21:59:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Pabellón Magdalena,Avilés,Asturias,5,617563,57,0,199000,0,TEATRO,4
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-04-13T19:30:00Z,2023-12-12T11:00:00Z,2024-04-13T19:30:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Sala The One,San Vicente del Raspeig,Alacant,5,208188,45,0,132000,0,SALA,1
JP Saxe | “When You Think of Me” Soundcheck Experience,Live Nation España S.A.U.,2024-04-14T18:30:00Z,2023-08-25T08:00:00Z,2024-04-07T18:30:00Z,72.0,72.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
JP Saxe - A Grey Area Tour,Live Nation España S.A.U.,2024-04-14T18:30:00Z,2023-08-25T08:00:00Z,2024-04-14T18:30:00Z,22.0,22.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Enol,"Promociones Musicales Get In, S.L.",2024-04-14T20:00:00Z,2023-10-17T10:00:00Z,2024-04-14T19:00:00Z,22.0,22.0,Rock,Pop,ENOL,Hip-Hop/Rap,Urban,Undefined,Undefined,La Riviera,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
Marlon,"Promociones Musicales Get In, S.L.",2023-04-14T20:00:00Z,2023-11-07T11:00:00Z,2024-04-14T19:00:00Z,27.0,27.0,Rock,Pop,MARLON,Alternative,Alternative Rock,Individual,Singer/Vocalist,Sala Oasis,Zaragoza,Saragossa,6,194,0,0,0,0,SALA,0
Benjamin Ingrosso,Live Nation España S.A.U.,2024-04-18T19:00:00Z,2023-12-08T08:00:00Z,2024-04-18T19:00:00Z,23.0,23.0,Rock,Pop,Benjamin Ingrosso,Pop,Pop,Event Style,Concert,Sala Changó,Madrid,Madrid,6,202536,64,0,60100,0,SALA,1
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-04-19T19:30:00Z,2023-12-12T11:00:00Z,2024-04-19T19:30:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Teatro Carrión,Valladolid,Valladolid,5,208188,45,0,132000,0,TEATRO,1
Enol,"Promociones Musicales Get In, S.L.",2024-04-19T20:00:00Z,2023-11-03T11:00:00Z,2024-04-19T19:00:00Z,22.0,22.0,Rock,Pop,ENOL,Hip-Hop/Rap,Urban,Undefined,Undefined,Sala Moon,Valencia,Valencia,0,0,0,0,0,0,SALA,0
Celtas Cortos y amigos,Calle Underground SL,2024-04-19T19:30:00Z,2024-01-16T11:00:00Z,2024-04-19T19:00:00Z,35.0,50.0,Rock,Pop,Celtas Cortos,Rock,Pop,Undefined,Undefined,Palacio Vistalegre,Madrid,Madrid,9,267329,50,0,55400,0,ESTADIO S,6
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-04-20T19:15:00Z,2023-06-02T08:00:00Z,2024-04-20T21:59:00Z,28.0,40.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,7,235219,61,0,203000,0,TEATRO,1
Nil Moliner - Early Entry,"Promociones Musicales Get In, S.L.",2024-04-20T19:00:00Z,2023-06-08T22:00:00Z,2024-04-20T21:59:00Z,45.0,45.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,7,235219,61,0,203000,0,TEATRO,1
Celtas Cortos y amigos,Calle Underground SL,2024-04-20T19:30:00Z,2023-11-21T11:54:00Z,2024-04-20T19:00:00Z,35.0,50.0,Rock,Pop,Celtas Cortos,Rock,Pop,Undefined,Undefined,Palacio Vistalegre,Madrid,Madrid,9,267329,50,0,55400,0,ESTADIO S,6
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-04-20T19:30:00Z,2023-12-12T11:00:00Z,2024-04-20T19:30:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Sala Albéniz,Gijón,Asturias,5,208188,45,0,132000,0,SALA,1
Manolo García,"Concert Tour Gestiones, S.L.",2024-04-20T20:00:00Z,2023-12-21T09:00:00Z,2024-04-20T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de toros de Albacete,Albacete,Albacete,5,617563,57,0,199000,0,ESTADIO S,4
Marc Seguí - AAAAAA Tour,Taste the Floor S.L.,2024-04-20T19:30:00Z,2024-02-12T15:15:00Z,2024-04-20T19:00:00Z,20.0,20.0,Rock,Pop,Marc Seguí,Pop,New Wave,Undefined,Undefined,Sala Changó,Madrid,Madrid,0,0,0,0,0,0,SALA,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-04-26T21:00:00Z,2023-10-19T10:00:00Z,2024-04-26T20:00:00Z,28.0,28.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Mamba,Murcia,Murcia,6,179043,50,0,67000,0,SALA,4
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-04-26T20:00:00Z,2023-12-12T11:00:00Z,2024-04-26T20:00:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Sala Oasis,Zaragoza,Saragossa,5,208188,45,0,132000,0,SALA,1
Miguel Mateos,"Raw Music Events, S.L.",2024-04-26T19:30:00Z,2024-01-17T13:57:00Z,2024-04-26T18:30:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,Sala París 15,Málaga,Málaga,8,660469,50,0,174000,0,SALA,5
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-04-27T21:00:00Z,2023-10-19T10:00:00Z,2024-04-27T20:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Sala Repvblicca,Mislata,Valencia,6,179043,50,0,67000,0,SALA,4
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-04-27T19:00:00Z,2023-12-12T11:00:00Z,2024-04-27T19:00:00Z,26.5,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,5,208188,45,0,132000,0,SALA,1
Marlon,"Promociones Musicales Get In, S.L.",2023-04-27T20:00:00Z,2023-11-07T11:00:00Z,2024-04-27T19:00:00Z,27.0,27.0,Rock,Pop,MARLON,Alternative,Alternative Rock,Individual,Singer/Vocalist,Sala Capitol,Santiago de Compostela,La Corunna,6,194,0,0,0,0,SALA,0
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-04-27T20:30:00Z,2023-12-12T11:00:00Z,2024-04-27T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala MasterClub,Vigo,Pontevedra,0,0,0,0,0,0,SALA,0
Miguel Mateos,"Raw Music Events, S.L.",2024-04-27T19:30:00Z,2024-01-17T13:57:00Z,2024-04-27T18:30:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,Es Gremi,Palma de Mallorca,Balearic Islands,8,660469,50,0,174000,0,SALA,5
Miguel Mateos,"Raw Music Events, S.L.",2024-04-28T19:00:00Z,2024-01-17T13:57:00Z,2024-04-28T18:00:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,La Riviera,Madrid,Madrid,8,660469,50,0,174000,0,TEATRO,5
Miguel Mateos,"Raw Music Events, S.L.",2024-05-02T19:30:00Z,2024-01-17T13:57:00Z,2024-05-02T18:30:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,Sala Santana 27,Bilbao,Biscay,8,660469,50,0,174000,0,SALA,5
Marc Seguí - AAAAAA Tour,Taste the Floor S.L.,2024-05-03T21:00:00Z,2023-10-31T15:00:00Z,2024-05-03T20:00:00Z,20.0,20.0,Rock,Pop,Marc Seguí,Pop,New Wave,Undefined,Undefined,Sala Las Armas,Zaragoza,Saragossa,0,0,0,0,0,0,SALA,0
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-03T20:30:00Z,2023-12-12T11:00:00Z,2024-05-03T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala Jerusalem,Valencia,Valencia,0,0,0,0,0,0,SALA,0
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-03T20:30:00Z,2023-12-14T18:00:00Z,2024-05-03T19:00:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,Sala Cientocero,Valladolid,Valladolid,0,0,0,0,0,0,SALA,0
Miguel Mateos,"Raw Music Events, S.L.",2024-05-03T19:30:00Z,2024-01-17T13:57:00Z,2024-05-03T18:30:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,Sala Repvblicca,Mislata,Valencia,8,660469,50,0,174000,0,SALA,5
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-05-04T20:00:00Z,2023-10-19T10:00:00Z,2024-05-04T19:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Sala Capitol,Santiago de Compostela,La Corunna,6,179043,50,0,67000,0,SALA,4
Marc Seguí - AAAAAA Tour,Taste the Floor S.L.,2023-11-04T20:00:00Z,2023-04-17T19:00:00Z,2024-05-04T19:00:00Z,20.0,20.0,Rock,Pop,Marc Seguí,Pop,New Wave,Undefined,Undefined,Stage Live,Bilbao,Biscay,0,0,0,0,0,0,,0
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-05-04T19:00:00Z,2023-12-12T11:00:00Z,2024-05-04T19:00:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Sala Custom,Sevilla,Seville,5,208188,45,0,132000,0,SALA,1
Manolo García,"Concert Tour Gestiones, S.L.",2024-05-04T20:00:00Z,2023-11-30T11:00:00Z,2024-05-04T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Enjoy! Multiusos Sánchez Paraíso,Salamanca,Salamanca,5,617563,57,0,199000,0,TEATRO,4
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-04T21:00:00Z,2023-12-12T11:00:00Z,2024-05-04T19:30:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala Sidecar,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-04T20:30:00Z,2023-12-14T18:00:00Z,2024-05-04T19:00:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,Fever - Sala Blue,Bilbao,Biscay,0,0,0,0,0,0,SALA,0
Miguel Mateos,"Raw Music Events, S.L.",2024-05-04T19:30:00Z,2024-01-17T13:57:00Z,2024-05-04T18:30:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,Sala Razzmatazz 1,Barcelona,Barcelona,8,660469,50,0,174000,0,SALA,5
Mikel Erentxun,"Promociones Musicales Get In, S.L.",2024-05-04T21:00:00Z,2024-02-02T10:00:00Z,2024-05-04T21:00:00Z,27.0,27.0,Rock,Pop,Mikel Erentxun,Pop,Pop Rock,Individual,Singer/Vocalist,Escenario Santander,Santander,Cantabria,7,155364,56,0,0,0,SALA,3
ITZY 2ND WORLD TOUR ‘BORN TO BE’,Live Nation España S.A.U.,2024-05-04T18:00:00Z,2024-02-02T09:00:00Z,2024-05-04T18:00:00Z,65.0,240.0,Rock,Pop,ITZY,Pop,K-Pop,Group,Band,Palacio Vistalegre,Madrid,Madrid,7,7020799,73,0,0,0,ESTADIO S,2
Manolo García,"Concert Tour Gestiones, S.L.",2024-05-09T18:30:00Z,2023-11-30T11:00:00Z,2024-05-09T18:30:00Z,40.0,70.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,5,617563,57,0,199000,0,ESTADIO S,4
Lil Yachty : The Field Trip Tour,Live Nation España S.A.U.,2024-05-10T18:30:00Z,2023-05-12T10:00:00Z,2024-05-10T18:30:00Z,30.0,30.0,Rock,Pop,Lil Yachty,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Musician,Sala Razzmatazz,Barcelona,Barcelona,8,9752469,80,0,3040000,0,SALA,4
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-10T20:30:00Z,2023-12-12T11:00:00Z,2024-05-10T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala Doka,Donostia/San Sebastián,Guipuscoa,0,0,0,0,0,0,SALA,0
Antoñito Molina,PIES COMPAÑÍA DISCOGRÁFICA S.L,2024-05-10T19:30:00Z,2023-11-30T09:00:00Z,2024-05-10T19:30:00Z,25.0,60.0,Rock,Pop,Antoñito Molina,Pop,Pop Rock,Individual,Artist,Estadio La Cartuja de Sevilla,Sevilla,Seville,0,0,0,0,0,0,ESTADIO M,0
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-10T20:30:00Z,2023-12-14T18:00:00Z,2024-05-10T19:00:00Z,20.0,20.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,0,0,0,0,0,0,SALA,0
Mikel Erentxun,"Promociones Musicales Get In, S.L.",2024-05-10T20:00:00Z,2024-02-02T10:00:00Z,2024-05-10T19:00:00Z,27.0,27.0,Rock,Pop,Mikel Erentxun,Pop,Pop Rock,Individual,Singer/Vocalist,Sala Custom,Sevilla,Seville,7,155364,56,0,0,0,SALA,3
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-05-11T20:00:00Z,2023-12-05T11:00:00Z,2024-05-11T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,7,261666,64,0,459000,0,SALA,1
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-11T20:00:00Z,2023-12-12T11:00:00Z,2024-05-11T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala Mon Live,Madrid,Madrid,0,0,0,0,0,0,SALA,0
Fran Perea,"Promociones Musicales Get In, S.L.",2024-05-11T20:15:00Z,2023-09-26T10:00:00Z,2024-05-11T20:15:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Rem,Murcia,Murcia,0,0,0,0,0,0,SALA,0
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-11T20:30:00Z,2023-12-14T20:43:00Z,2024-05-11T19:00:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,WOLF,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-05-12T20:00:00Z,2023-12-20T11:00:00Z,2024-05-12T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,7,261666,64,0,459000,0,SALA,1
Mikel Erentxun,"Promociones Musicales Get In, S.L.",2024-05-16T19:30:00Z,2024-02-02T10:00:00Z,2024-05-16T18:30:00Z,27.0,27.0,Rock,Pop,Mikel Erentxun,Pop,Pop Rock,Individual,Singer/Vocalist,Zentral,Pamplona/Iruña,Navarre,7,155364,56,0,0,0,SALA,3
Tan Biónica: La Última Noche Mágica Tour,Live Nation España S.A.U.,2024-05-16T19:00:00Z,2024-02-09T09:00:00Z,2024-05-16T19:00:00Z,38.0,38.0,Rock,Pop,Tan Biónica,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Marlon,"Promociones Musicales Get In, S.L.",2024-05-17T19:30:00Z,2023-11-07T11:00:00Z,2024-05-17T19:00:00Z,27.0,27.0,Rock,Pop,MARLON,Alternative,Alternative Rock,Individual,Singer/Vocalist,Sala Razzmatazz 1,Barcelona,Barcelona,6,194,0,0,0,0,SALA,0
Fran Perea,"Promociones Musicales Get In, S.L.",2024-05-17T19:00:00Z,2023-09-26T10:00:00Z,2024-05-17T19:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Apolo,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-05-18T20:00:00Z,2023-10-19T10:00:00Z,2024-05-18T19:00:00Z,28.0,28.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Sala Industrial Copera,Granada,Granada,6,179043,50,0,67000,0,SALA,4
Manolo García,"GIRA ELÉCTRICA, A.I.E.",2024-05-18T19:00:00Z,2023-11-30T11:00:00Z,2024-05-18T19:00:00Z,40.0,70.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,5,617563,57,0,199000,0,TEATRO,4
Tan Biónica: La Última Noche Mágica Tour,Live Nation España S.A.U.,2024-05-19T19:00:00Z,2024-02-09T09:00:00Z,2024-05-19T19:00:00Z,38.0,42.0,Rock,Pop,Tan Biónica,Rock,Pop,Undefined,Undefined,Sant Jordi Club,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
Tate McRae – THINK LATER TOUR,Live Nation España S.A.U.,2024-05-20T19:00:00Z,2023-11-10T09:00:00Z,2024-05-20T19:00:00Z,39.0,100.0,Rock,Pop,Tate McRae,Pop,Pop,Individual,Musician,Sant Jordi Club,Barcelona,Barcelona,9,5070351,85,1200000,5330000,11,TEATRO,1
Tate McRae – THINK LATER TOUR,Live Nation España S.A.U.,2024-05-21T19:00:00Z,2023-11-10T09:00:00Z,2024-05-21T19:00:00Z,37.0,90.0,Rock,Pop,Tate McRae,Pop,Pop,Individual,Musician,Palacio Vistalegre,Madrid,Madrid,9,5070351,85,1200000,5330000,11,ESTADIO S,1
Vida Records & Friends: Boye,"Sitback Produccions, S.L.",2024-05-22T21:00:00Z,2023-12-01T15:30:00Z,2024-05-22T19:30:00Z,15.0,15.0,Rock,Pop,Vida Records & Friends,Alternative,Indie Pop,Event Style,Tour,Sala El Sol,Madrid,Madrid,0,0,0,0,0,0,SALA,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-05-24T20:00:00Z,2023-10-19T10:00:00Z,2024-05-24T19:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Zentral,Pamplona/Iruña,Navarre,6,179043,50,0,67000,0,SALA,4
Jonas Brothers: FIVE ALBUMS. ONE NIGHT,Live Nation España S.A.U.,2024-05-25T19:00:00Z,2023-08-04T08:00:00Z,2024-05-25T19:00:00Z,65.0,250.0,Rock,Pop,Jonas Brothers,Rock,Pop,Group,Band,Palau Sant Jordi,Barcelona,Barcelona,10,7467619,76,1600000,5320000,0,TEATRO,2
Manolo García,"GIRA ELÉCTRICA, A.I.E.",2024-05-25T20:00:00Z,2023-11-30T11:00:00Z,2024-05-25T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros de Alicante,Alicante,Alacant,5,617563,57,0,199000,0,ESTADIO S,4
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-25T21:00:00Z,2023-12-14T18:00:00Z,2024-05-25T19:30:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,Sala La 2,Sevilla,Seville,0,0,0,0,0,0,SALA,0
Thirty Seconds To Mars - Seasons,Live Nation España S.A.U.,2024-05-27T19:00:00Z,2023-11-17T09:00:00Z,2024-05-27T19:00:00Z,55.0,175.0,Rock,Pop,Thirty Seconds To Mars,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,3440067,69,2400000,0,0,ESTADIO S,2
Taylor Swift | The Eras Tour,"LAST TOUR EUROPA, SL",2024-05-30T16:30:00Z,2023-07-13T12:00:00Z,2024-05-30T16:30:00Z,65.0,200.0,Rock,Pop,Taylor Swift,Pop,Pop,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,10,106096174,100,4600000,0,0,ESTADIO M,1
